扩展问题	答案
问题	答案
我的账户	101000
我有多少资产	101000
查看账户	101000
我的账户一共有多少钱	101000
买基金	117000
我想买基金	117000
手机银行买基金	117000
怎么买基金	117000
不了解你们的儒商卡办理方式	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
你听说过儒商卡怎么办理吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我想请教你办理儒商卡的流程	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
不了解你们的IC卡办理方式	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
办IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
不知道IC卡开户如何办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
IC卡怎么办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
如何办理儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
办儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
儒商卡如何进行办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
怎样办理IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
能介绍一下儒商卡办理的方式吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
知道怎么办理儒商卡吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
怎么办IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
儒商卡去哪办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我想办理儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
不知道怎么办理儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
儒商卡办理的步骤	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
知道怎么办理IC卡吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
你听说过IC卡怎么办理吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我不知道怎样办理IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
IC卡办理的步骤	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
能介绍一下IC卡办理的方式吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
其他证件能办理IC卡吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
IC卡去哪办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
想了解怎么办理儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
儒商卡办理流程	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我想请教你办理IC卡的流程	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
不知道儒商卡开户如何办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
开立IC卡怎么做	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
介绍一下儒商卡怎么开立	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
怎么办儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
IC卡办理流程	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我想办理一张IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
能说一下IC卡办理的方式吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
不知道怎么办理IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
想了解怎么办理IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
能说一下儒商卡办理的方式吗	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
如何办理IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我要拥有一张IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
介绍一下IC卡怎么开立	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我要拥有一张儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
IC卡如何进行办理	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我不知道怎样办理儒商卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
我想办理IC卡	您可以持本人有效身份证件前往我行网点填写申请表后即可办理儒商卡。
想了解儒商卡是否可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
IC卡如何进行代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
我想请教你代办儒商卡的方法	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
代办儒商卡如何操作	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
非本人代办IC卡	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
能介绍一下代办儒商卡的方式吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
怎么代办银行卡	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
不知道儒商卡能不能代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
非本人代办IC卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
别人代办儒商卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
能说一下代办IC卡的流程吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
别人代办儒商卡	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
代办IC卡如何操作	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
听说儒商卡他人可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
IC卡能不能代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
别人代办IC卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
我想代办IC卡怎样去做	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
介绍一下儒商卡代办流程	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
找人帮我办IC卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
儒商卡如何进行代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
能介绍一下代办IC卡的方式吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
我不知道怎样代办IC卡	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
代办儒商卡的步骤	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
不了解你们儒商卡代办的方式	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
请人帮我办儒商卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
代办IC卡怎么做	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
我不知道怎样代办儒商卡	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
我想代办儒商卡怎样去做	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
非本人代办儒商卡	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
不了解你们IC卡代办的方式	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
代办儒商卡怎么做	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
IC卡怎样代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
能说一下代办儒商卡的流程吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
IC卡是否可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
找人帮我办儒商卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
不知道IC卡能不能代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
代办IC卡的步骤	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
听说IC卡他人可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
儒商卡是否可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
知道儒商卡是否可以代办吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
说不清楚IC卡是否可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
儒商卡怎样代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
介绍一下IC卡代办流程	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
别人帮我办卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
非本人代办儒商卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
知道IC卡是否可以代办吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
儒商卡可以让别人代办吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
请人帮我办IC卡可以吗	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
说不清楚儒商卡是否可以代办	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
我想请教你代办IC卡的方法	儒商卡是可以代办的，建议携带本人及代办人身份证前往柜面办理，代办的卡片需要本人修改初始密码后才可以取款。
想了解你们银行儒商卡的免费业务	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
不了解你们儒商卡免费业务有哪些	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
听说儒商卡业务是全部免费的	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
我不知道儒商卡都有什么免费业务	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
能说一下儒商卡都有什么免费业务吗	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
儒商卡业务全部免费吗	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
介绍一下儒商卡的免费业务有哪些	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
介绍一下儒商卡免费项	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
知道儒商卡都有哪些业务免费吗	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
儒商卡17项免费的业务是什么	我行儒商卡目前有17项免费业务，具体免费项目请咨询4006770537。
如何开通IC卡自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
我不知道怎样开通儒商卡自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
开通IC卡自助设备转账功能怎么做	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
开通儒商卡自助设备转账功能如何操作	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
儒商卡如何办理自助设备转账业务	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
听说IC卡可以开通自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
知道IC卡如何开通自助设备转账业务吗	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
想了解儒商卡如何开通自助设备转账业务	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
IC卡如何办理自助设备转账业务	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
我需要开通IC卡自助设备转账功能，怎样去做	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
想了解IC卡如何开通自助设备转账业务	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
听说儒商卡可以开通自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
开通IC卡自助设备转账功能如何操作	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
知道儒商卡如何开通自助设备转账业务吗	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
介绍一下IC卡开通自助设备转账的流程	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
开通儒商卡自助设备转账功能怎么做	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
不了解你们IC卡开通自助设备转账功能的流程	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
不了解你们儒商卡开通自助设备转账功能的流程	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
如何开通儒商卡自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
我想请教怎样开通IC卡自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
开通儒商卡自助设备转账功能的步骤	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
儒商卡如何开通自助设备转账业务	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
我需要开通儒商卡自助设备转账功能，怎样去做	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
我不知道怎样开通IC卡自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
介绍一下儒商卡开通自助设备转账的流程	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
开通IC卡自助设备转账功能的步骤	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
IC卡如何开通自助设备转账业务	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
我想请教怎样开通儒商卡自助设备转账功能	您可以持有效身份证件前往我行柜台开通自助设备转账业务。
一张儒商卡主卡能办几张附属卡	我行一张儒商卡只能办理一张附属卡。
能说一下一张儒商卡主卡可以办理几张附属卡吗	我行一张儒商卡只能办理一张附属卡。
不知道一张儒商卡能办几张附属卡	我行一张儒商卡只能办理一张附属卡。
介绍一下一张儒商卡可以办理几张附属卡	我行一张儒商卡只能办理一张附属卡。
